"firstName","lastName","nationality","id","code","name","type","abbreviation","Label"
"Peter","Schaefer","CAN",8462093,"L","Left Wing","Forward","LW","Peter Schaefer"
"Brad","Isbister","CAN",8462094,"L","Left Wing","Forward","LW","Brad Isbister"
"Jean-Sebastien","Aubin","CAN",8462102,"G","Goalie","Goalie","G","Jean-Sebastien Aubin"
"Alyn","McCauley","CAN",8462105,"C","Center","Forward","C","Alyn McCauley"
"Sami","Kapanen","FIN",8462114,"R","Right Wing","Forward","RW","Sami Kapanen"
"Daniel","Tjarnqvist","SWE",8462115,"D","Defenseman","Defenseman","D","Daniel Tjarnqvist"
"Vesa","Toskala","FIN",8462117,"G","Goalie","Goalie","G","Vesa Toskala"
"Marc","Savard","CAN",8462118,"C","Center","Forward","C","Marc Savard"
"Michal","Handzus","SVK",8462129,"C","Center","Forward","C","Michal Handzus"
"Vladimir","Orszagh","SVK",8462136,"L","Left Wing","Forward","LW","Vladimir Orszagh"
"Miikka","Kiprusoff","FIN",8462147,"G","Goalie","Goalie","G","Miikka Kiprusoff"
"Jason","Morgan","CAN",8462149,"C","Center","Forward","C","Jason Morgan"
"Chris","Mason","CAN",8462152,"G","Goalie","Goalie","G","Chris Mason"
"Jan","Hrdina","CZE",8462159,"C","Center","Forward","C","Jan Hrdina"
"Brent","Johnson","USA",8462161,"G","Goalie","Goalie","G","Brent Johnson"
"Brent","Sopel","CAN",8462176,"D","Defenseman","Defenseman","D","Brent Sopel"
"Yannick","Tremblay","CAN",8462177,"D","Defenseman","Defenseman","D","Yannick Tremblay"
"Clarke","Wilm","CAN",8462182,"C","Center","Forward","C","Clarke Wilm"
"Denis","Hamel","CAN",8462185,"L","Left Wing","Forward","LW","Denis Hamel"
"Stephane","Robidas","CAN",8462196,"D","Defenseman","Defenseman","D","Stephane Robidas"
"Byron","Ritchie","CAN",8462197,"C","Center","Forward","C","Byron Ritchie"
"P.J.","Axelsson","SWE",8462209,"L","Left Wing","Forward","LW","P.J. Axelsson"
"Dan","Smith","CAN",8462213,"D","Defenseman","Defenseman","D","Dan Smith"
"Filip","Kuba","CZE",8462225,"D","Defenseman","Defenseman","D","Filip Kuba"
"Jussi","Markkanen","FIN",8462255,"G","Goalie","Goalie","G","Jussi Markkanen"
"Danny","Markov","RUS",8462258,"D","Defenseman","Defenseman","D","Danny Markov"
"Andy","Delmore","CAN",8462416,"D","Defenseman","Defenseman","D","Andy Delmore"
"Jeff","Cowan","CAN",8462419,"L","Left Wing","Forward","LW","Jeff Cowan"
"Jody","Shelley","CAN",8462535,"L","Left Wing","Forward","LW","Jody Shelley"
"Glen","Metropolit","CAN",8462823,"C","Center","Forward","C","Glen Metropolit"
"Bryan","Muir","CAN",8463638,"D","Defenseman","Defenseman","D","Bryan Muir"
"Chris","Phillips","CAN",8464956,"D","Defenseman","Defenseman","D","Chris Phillips"
"J-P","Dumont","CAN",8464957,"R","Right Wing","Forward","RW","J-P Dumont"
"Ric","Jackman","CAN",8464959,"D","Defenseman","Defenseman","D","Ric Jackman"
"Boyd","Devereaux","CAN",8464960,"C","Center","Forward","C","Boyd Devereaux"
"Ruslan","Salei","BLR",8464962,"D","Defenseman","Defenseman","D","Ruslan Salei"
"Derek","Morris","CAN",8464966,"D","Defenseman","Defenseman","D","Derek Morris"
"Marty","Reasoner","USA",8464967,"C","Center","Forward","C","Marty Reasoner"
"Erik","Rasmussen","USA",8464968,"C","Center","Forward","C","Erik Rasmussen"
"Daniel","Briere","CAN",8464975,"C","Center","Forward","C","Daniel Briere"
"Dainius","Zubrus","LTU",8464977,"C","Center","Forward","C","Dainius Zubrus"
"Marco","Sturm","DEU",8464979,"L","Left Wing","Forward","LW","Marco Sturm"
"Cory","Sarich","CAN",8464981,"D","Defenseman","Defenseman","D","Cory Sarich"
"Dan","Lacouture","USA",8464983,"L","Left Wing","Forward","LW","Dan Lacouture"
"Josh","Green","CAN",8464984,"C","Center","Forward","C","Josh Green"
"Matt","Cullen","USA",8464989,"C","Center","Forward","C","Matt Cullen"
"Steve","Begin","CAN",8464994,"L","Left Wing","Forward","LW","Steve Begin"
"Jan","Bulis","CZE",8464998,"C","Center","Forward","C","Jan Bulis"
"Mathieu","Garon","CAN",8464999,"G","Goalie","Goalie","G","Mathieu Garon"
"Pierre","Dagenais","CAN",8465003,"R","Right Wing","Forward","RW","Pierre Dagenais"
"Colin","White","CAN",8465005,"D","Defenseman","Defenseman","D","Colin White"
"Zdeno","Chara","SVK",8465009,"D","Defenseman","Defenseman","D","Zdeno Chara"
"Tom","Poti","USA",8465012,"D","Defenseman","Defenseman","D","Tom Poti"
"Scott","Parker","USA",8465016,"R","Right Wing","Forward","RW","Scott Parker"
"Oleg","Kvasha","RUS",8465018,"C","Center","Forward","C","Oleg Kvasha"
"Jon","Sim","CAN",8465024,"L","Left Wing","Forward","LW","Jon Sim"
"Arron","Asham","CAN",8465025,"R","Right Wing","Forward","RW","Arron Asham"
"Mark","Parrish","USA",8465026,"R","Right Wing","Forward","RW","Mark Parrish"
"Boyd","Kane","CAN",8465028,"L","Left Wing","Forward","LW","Boyd Kane"
"Craig","MacDonald","CAN",8465041,"C","Center","Forward","C","Craig MacDonald"
"Toni","Lydman","FIN",8465042,"D","Defenseman","Defenseman","D","Toni Lydman"
"Eric","Belanger","CAN",8465050,"C","Center","Forward","C","Eric Belanger"
"Trent","Whitfield","CAN",8465056,"C","Center","Forward","C","Trent Whitfield"
"Michal","Rozsival","CZE",8465058,"D","Defenseman","Defenseman","D","Michal Rozsival"
"Matt","Bradley","CAN",8465059,"R","Right Wing","Forward","RW","Matt Bradley"
"Jesse","Boulerice","USA",8465067,"R","Right Wing","Forward","RW","Jesse Boulerice"
"Robert","Esche","USA",8465093,"G","Goalie","Goalie","G","Robert Esche"
"Brian","Willsie","CAN",8465113,"R","Right Wing","Forward","RW","Brian Willsie"
"Brett","Clark","CAN",8465122,"D","Defenseman","Defenseman","D","Brett Clark"
"Steve","Valiquette","CAN",8465161,"G","Goalie","Goalie","G","Steve Valiquette"
"Craig","Adams","CAN",8465166,"R","Right Wing","Forward","RW","Craig Adams"
"Joel","Kwiatkowski","CAN",8465168,"D","Defenseman","Defenseman","D","Joel Kwiatkowski"
"Fernando","Pisani","CAN",8465170,"R","Right Wing","Forward","RW","Fernando Pisani"
"Dan","Hinote","USA",8465175,"R","Right Wing","Forward","RW","Dan Hinote"
"Ronald","Petrovicky","SVK",8465180,"R","Right Wing","Forward","RW","Ronald Petrovicky"
"Willie","Mitchell","CAN",8465185,"D","Defenseman","Defenseman","D","Willie Mitchell"
"Trevor","Letowski","CAN",8465189,"R","Right Wing","Forward","RW","Trevor Letowski"
"Samuel","Pahlsson","SWE",8465192,"C","Center","Forward","C","Samuel Pahlsson"
"Tomas","Kaberle","CZE",8465200,"D","Defenseman","Defenseman","D","Tomas Kaberle"
"Sami","Salo","FIN",8465202,"D","Defenseman","Defenseman","D","Sami Salo"
"Reed","Low","CAN",8465207,"R","Right Wing","Forward","RW","Reed Low"
"Pavel","Kubina","CZE",8465210,"D","Defenseman","Defenseman","D","Pavel Kubina"
"Eric","Meloche","CAN",8465220,"R","Right Wing","Forward","RW","Eric Meloche"
"Andrei","Zyuzin","RUS",8465250,"D","Defenseman","Defenseman","D","Andrei Zyuzin"
"Marcus","Nilson","SWE",8465253,"L","Left Wing","Forward","LW","Marcus Nilson"
"Francis","Bouillon","USA",8465914,"D","Defenseman","Defenseman","D","Francis Bouillon"
"Matt","Cooke","CAN",8465951,"L","Left Wing","Forward","LW","Matt Cooke"
"Brett","McLean","CAN",8465968,"C","Center","Forward","C","Brett McLean"
"Shawn","Thornton","CAN",8465978,"L","Left Wing","Forward","LW","Shawn Thornton"
"Aaron","Downey","CAN",8465992,"R","Right Wing","Forward","RW","Aaron Downey"
"Sergei","Samsonov","RUS",8466035,"L","Left Wing","Forward","LW","Sergei Samsonov"
"Mike","Johnson","CAN",8466109,"R","Right Wing","Forward","RW","Mike Johnson"
"Randy","Robitaille","CAN",8466110,"C","Center","Forward","C","Randy Robitaille"
"Joe","Thornton","CAN",8466138,"C","Center","Forward","C","Joe Thornton"
"Patrick","Marleau","CAN",8466139,"C","Center","Forward","C","Patrick Marleau"
"Olli","Jokinen","FIN",8466140,"C","Center","Forward","C","Olli Jokinen"
"Roberto","Luongo","CAN",8466141,"G","Goalie","Goalie","G","Roberto Luongo"
"Eric","Brewer","CAN",8466142,"D","Defenseman","Defenseman","D","Eric Brewer"
"Paul","Mara","USA",8466144,"D","Defenseman","Defenseman","D","Paul Mara"
"Nick","Boynton","CAN",8466145,"D","Defenseman","Defenseman","D","Nick Boynton"
"Brad","Ference","CAN",8466146,"D","Defenseman","Defenseman","D","Brad Ference"
"Jason","Ward","CAN",8466147,"R","Right Wing","Forward","RW","Jason Ward"
"Marian","Hossa","SVK",8466148,"R","Right Wing","Forward","RW","Marian Hossa"
"Daniel","Cleary","CAN",8466149,"R","Right Wing","Forward","RW","Daniel Cleary"
"Michael","Holmqvist","SWE",8466153,"C","Center","Forward","C","Michael Holmqvist"
"Mike","Brown","CAN",8466155,"L","Left Wing","Forward","LW","Mike Brown"
"Mika","Noronen","FIN",8466156,"G","Goalie","Goalie","G","Mika Noronen"
"Scott","Hannan","CAN",8466158,"D","Defenseman","Defenseman","D","Scott Hannan"
"Brenden","Morrow","CAN",8466160,"L","Left Wing","Forward","LW","Brenden Morrow"
"Ben","Clymer","USA",8466162,"R","Right Wing","Forward","RW","Ben Clymer"
"Scott","Barney","CAN",8466164,"C","Center","Forward","C","Scott Barney"
"Jeremy","Reich","CAN",8466174,"C","Center","Forward","C","Jeremy Reich"
"Kristian","Huselius","SWE",8466181,"L","Left Wing","Forward","LW","Kristian Huselius"
"Henrik","Tallinder","SWE",8466182,"D","Defenseman","Defenseman","D","Henrik Tallinder"
"Pat","Kavanagh","CAN",8466184,"R","Right Wing","Forward","RW","Pat Kavanagh"
"Lee","Goren","CAN",8466197,"R","Right Wing","Forward","RW","Lee Goren"
"Josh","Langfeld","USA",8466200,"R","Right Wing","Forward","RW","Josh Langfeld"
"Maxim","Afinogenov","RUS",8466202,"R","Right Wing","Forward","RW","Maxim Afinogenov"
"Josef","Melichar","CZE",8466203,"D","Defenseman","Defenseman","D","Josef Melichar"
"Petr","Sykora","CZE",8466208,"C","Center","Forward","C","Petr Sykora"
"Steve","Gainey","CAN",8466209,"L","Left Wing","Forward","LW","Steve Gainey"
"Ville","Nieminen","FIN",8466210,"L","Left Wing","Forward","LW","Ville Nieminen"
"Francis","Lessard","CAN",8466212,"R","Right Wing","Forward","RW","Francis Lessard"
"Joe","Corvo","USA",8466215,"D","Defenseman","Defenseman","D","Joe Corvo"
"Adam","Mair","CAN",8466216,"C","Center","Forward","C","Adam Mair"
"Ryan","Ready","CAN",8466230,"L","Left Wing","Forward","LW","Ryan Ready"
"Quintin","Laing","CAN",8466232,"L","Left Wing","Forward","LW","Quintin Laing"
"Benjamin","Simon","USA",8466240,"L","Left Wing","Forward","LW","Benjamin Simon"
"Jason","Chimera","CAN",8466251,"L","Left Wing","Forward","LW","Jason Chimera"
"Kyle","Calder","CAN",8466260,"L","Left Wing","Forward","LW","Kyle Calder"
"Mike","York","USA",8466266,"L","Left Wing","Forward","LW","Mike York"
"Peter","Sarno","CAN",8466271,"C","Center","Forward","C","Peter Sarno"
"Brian","Campbell","CAN",8466285,"D","Defenseman","Defenseman","D","Brian Campbell"
"David","Aebischer","CHE",8466290,"G","Goalie","Goalie","G","David Aebischer"
"Todd","Fedoruk","CAN",8466292,"L","Left Wing","Forward","LW","Todd Fedoruk"
"Ben","Guite","CAN",8466300,"R","Right Wing","Forward","RW","Ben Guite"
"Johan","Holmqvist","SWE",8466303,"G","Goalie","Goalie","G","Johan Holmqvist"
"Ladislav","Nagy","SVK",8466304,"L","Left Wing","Forward","LW","Ladislav Nagy"
"Mike","Mottau","USA",8466309,"D","Defenseman","Defenseman","D","Mike Mottau"
"Antti","Laaksonen","FIN",8466316,"L","Left Wing","Forward","LW","Antti Laaksonen"
"Cam","Severson","CAN",8466317,"L","Left Wing","Forward","LW","Cam Severson"
"Niklas","Nordgren","SWE",8466320,"L","Left Wing","Forward","LW","Niklas Nordgren"
"Andrew","Ference","CAN",8466333,"D","Defenseman","Defenseman","D","Andrew Ference"
"Scott","Clemmensen","USA",8466339,"G","Goalie","Goalie","G","Scott Clemmensen"
"Mark","Smith","CAN",8466343,"C","Center","Forward","C","Mark Smith"
"Jonathan","Hedstrom","SWE",8466345,"R","Right Wing","Forward","RW","Jonathan Hedstrom"
"Karel","Rachunek","CZE",8466353,"D","Defenseman","Defenseman","D","Karel Rachunek"
"Wyatt","Smith","USA",8466357,"C","Center","Forward","C","Wyatt Smith"
"John","Madden","CAN",8466371,"C","Center","Forward","C","John Madden"
"Martin","St. Louis","CAN",8466378,"R","Right Wing","Forward","RW","Martin St. Louis"
"Derrick","Walser","CAN",8466381,"D","Defenseman","Defenseman","D","Derrick Walser"
"Todd","White","CAN",8466392,"C","Center","Forward","C","Todd White"
"Pascal","Dupuis","CAN",8466393,"R","Right Wing","Forward","RW","Pascal Dupuis"
"Brad","Moran","CAN",8466394,"C","Center","Forward","C","Brad Moran"
"Tom","Kostopoulos","CAN",8466398,"R","Right Wing","Forward","RW","Tom Kostopoulos"
"Eric","Perrin","CAN",8466399,"C","Center","Forward","C","Eric Perrin"
"Serge","Payer","CAN",8466421,"C","Center","Forward","C","Serge Payer"
"Radoslav","Suchy","SVK",8466443,"D","Defenseman","Defenseman","D","Radoslav Suchy"
"Andy","Roach","USA",8466995,"D","Defenseman","Defenseman","D","Andy Roach"
"Patrik","Stefan","CZE",8467055,"C","Center","Forward","C","Patrik Stefan"
"Dan","Boyle","CAN",8467096,"D","Defenseman","Defenseman","D","Dan Boyle"
"Pete","Vandermeer","CAN",8467137,"L","Left Wing","Forward","LW","Pete Vandermeer"
"Andy","Sutton","CAN",8467304,"D","Defenseman","Defenseman","D","Andy Sutton"
"Mark","Mowers","USA",8467323,"R","Right Wing","Forward","RW","Mark Mowers"
"Vincent","Lecavalier","CAN",8467329,"C","Center","Forward","C","Vincent Lecavalier"
"David","Legwand","USA",8467330,"C","Center","Forward","C","David Legwand"
"Brad","Stuart","CAN",8467331,"D","Defenseman","Defenseman","D","Brad Stuart"
"Bryan","Allen","CAN",8467332,"D","Defenseman","Defenseman","D","Bryan Allen"
"Rico","Fata","CAN",8467333,"L","Left Wing","Forward","LW","Rico Fata"
"Manny","Malhotra","CAN",8467334,"C","Center","Forward","C","Manny Malhotra"
"Mark","Bell","CAN",8467335,"C","Center","Forward","C","Mark Bell"
"Mike","Rupp","USA",8467336,"L","Left Wing","Forward","LW","Mike Rupp"
"Alex","Tanguay","CAN",8467338,"L","Left Wing","Forward","LW","Alex Tanguay"
"Eric","Chouinard","CAN",8467342,"C","Center","Forward","C","Eric Chouinard"
"Martin","Skoula","CZE",8467343,"D","Defenseman","Defenseman","D","Martin Skoula"
"Robyn","Regehr","CAN",8467344,"D","Defenseman","Defenseman","D","Robyn Regehr"
"Mathieu","Biron","CAN",8467345,"D","Defenseman","Defenseman","D","Mathieu Biron"
"Simon","Gagne","CAN",8467346,"L","Left Wing","Forward","LW","Simon Gagne"
"Christian","Backman","SWE",8467348,"D","Defenseman","Defenseman","D","Christian Backman"
"Jiri","Fischer","CZE",8467349,"D","Defenseman","Defenseman","D","Jiri Fischer"
"Mike","Van Ryn","CAN",8467350,"D","Defenseman","Defenseman","D","Mike Van Ryn"
"Scott","Gomez","USA",8467351,"C","Center","Forward","C","Scott Gomez"
"Vitaly","Vishnevski","RUS",8467352,"D","Defenseman","Defenseman","D","Vitaly Vishnevski"
"Nik","Antropov","KAZ",8467353,"C","Center","Forward","C","Nik Antropov"
"Dmitri","Kalinin","RUS",8467354,"D","Defenseman","Defenseman","D","Dmitri Kalinin"
"Andrew","Peters","CAN",8467355,"L","Left Wing","Forward","LW","Andrew Peters"
"Ramzi","Abid","CAN",8467356,"L","Left Wing","Forward","LW","Ramzi Abid"
"Jonathan","Cheechoo","CAN",8467357,"R","Right Wing","Forward","RW","Jonathan Cheechoo"
"Stephen","Peat","CAN",8467360,"R","Right Wing","Forward","RW","Stephen Peat"
"Blair","Betts","CAN",8467361,"C","Center","Forward","C","Blair Betts"
"Philippe","Sauve","USA",8467364,"G","Goalie","Goalie","G","Philippe Sauve"
"John","Erskine","CAN",8467365,"D","Defenseman","Defenseman","D","John Erskine"
"Ossi","Vaananen","FIN",8467369,"D","Defenseman","Defenseman","D","Ossi Vaananen"
"Mike","Fisher","CAN",8467370,"C","Center","Forward","C","Mike Fisher"
"Mike","Ribeiro","CAN",8467371,"C","Center","Forward","C","Mike Ribeiro"
"Norman","Milley","CAN",8467373,"R","Right Wing","Forward","RW","Norman Milley"
"Bobby","Allen","USA",8467378,"D","Defenseman","Defenseman","D","Bobby Allen"
"Tyler","Bouck","CAN",8467383,"L","Left Wing","Forward","LW","Tyler Bouck"
"Denis","Arkhipov","RUS",8467386,"C","Center","Forward","C","Denis Arkhipov"
"Joe","DiPenta","CAN",8467387,"D","Defenseman","Defenseman","D","Joe DiPenta"
"Brad","Richards","CAN",8467389,"C","Center","Forward","C","Brad Richards"
"Jason","LaBarbera","CAN",8467391,"G","Goalie","Goalie","G","Jason LaBarbera"
"Alex","Henry","CAN",8467392,"D","Defenseman","Defenseman","D","Alex Henry"
"Jarkko","Ruutu","FIN",8467393,"L","Left Wing","Forward","LW","Jarkko Ruutu"
"Erik","Cole","USA",8467396,"L","Left Wing","Forward","LW","Erik Cole"
"Dimitri","Afanasenkov","RUS",8467397,"L","Left Wing","Forward","LW","Dimitri Afanasenkov"
"Francois","Beauchemin","CAN",8467400,"D","Defenseman","Defenseman","D","Francois Beauchemin"
"Brian","Gionta","USA",8467407,"R","Right Wing","Forward","RW","Brian Gionta"
"Matt","Walker","CAN",8467408,"D","Defenseman","Defenseman","D","Matt Walker"
"Alexei","Ponikarovsky","UKR",8467412,"L","Left Wing","Forward","LW","Alexei Ponikarovsky"
"Josef","Vasicek","CZE",8467416,"C","Center","Forward","C","Josef Vasicek"
"Rob","Davison","CAN",8467422,"D","Defenseman","Defenseman","D","Rob Davison"
"Shawn","Horcoff","CAN",8467423,"C","Center","Forward","C","Shawn Horcoff"
"Kip","Brennan","CAN",8467427,"L","Left Wing","Forward","LW","Kip Brennan"
"Krys","Barch","CAN",8467428,"R","Right Wing","Forward","RW","Krys Barch"
"Dany","Sabourin","CAN",8467430,"G","Goalie","Goalie","G","Dany Sabourin"
"Jay","Leach","USA",8467436,"D","Defenseman","Defenseman","D","Jay Leach"
"Jaroslav","Spacek","CZE",8467439,"D","Defenseman","Defenseman","D","Jaroslav Spacek"
"Patrick","Leahy","USA",8467444,"R","Right Wing","Forward","RW","Patrick Leahy"
"Tomas","Kloucek","CZE",8467450,"D","Defenseman","Defenseman","D","Tomas Kloucek"
"Rob","Scuderi","USA",8467452,"D","Defenseman","Defenseman","D","Rob Scuderi"
"Andrew","Raycroft","CAN",8467453,"G","Goalie","Goalie","G","Andrew Raycroft"
"Ryan","Flinn","CAN",8467461,"L","Left Wing","Forward","LW","Ryan Flinn"
"Mikael","Samuelsson","SWE",8467463,"R","Right Wing","Forward","RW","Mikael Samuelsson"
"Trent","Hunter","CAN",8467466,"R","Right Wing","Forward","RW","Trent Hunter"
"Allan","Rourke","CAN",8467469,"D","Defenseman","Defenseman","D","Allan Rourke"
"Kent","Huskins","CAN",8467478,"D","Defenseman","Defenseman","D","Kent Huskins"
"Tyler","Arnason","USA",8467483,"C","Center","Forward","C","Tyler Arnason"
"Mike","Morrison","USA",8467486,"G","Goalie","Goalie","G","Mike Morrison"
"Erik","Westrum","USA",8467488,"C","Center","Forward","C","Erik Westrum"
"Rickard","Wallin","SWE",8467491,"C","Center","Forward","C","Rickard Wallin"
"Chris","Neil","CAN",8467493,"R","Right Wing","Forward","RW","Chris Neil"
"Andrei","Markov","RUS",8467496,"D","Defenseman","Defenseman","D","Andrei Markov"
"Ales","Kotalik","CZE",8467502,"R","Right Wing","Forward","RW","Ales Kotalik"
"Antero","Niittymaki","FIN",8467511,"G","Goalie","Goalie","G","Antero Niittymaki"
"Pavel","Datsyuk","RUS",8467514,"C","Center","Forward","C","Pavel Datsyuk"
"Niko","Kapanen","FIN",8467516,"C","Center","Forward","C","Niko Kapanen"
"Karlis","Skrastins","LVA",8467519,"D","Defenseman","Defenseman","D","Karlis Skrastins"
"Jonas","Frogren","SWE",8467531,"D","Defenseman","Defenseman","D","Jonas Frogren"
"Jaroslav","Svoboda","CZE",8467535,"L","Left Wing","Forward","LW","Jaroslav Svoboda"
"Jim","Fahey","USA",8467540,"D","Defenseman","Defenseman","D","Jim Fahey"
"Toby","Petersen","USA",8467543,"C","Center","Forward","C","Toby Petersen"
"Michael","Ryder","CAN",8467545,"R","Right Wing","Forward","RW","Michael Ryder"
"Martin","Cibak","SVK",8467557,"C","Center","Forward","C","Martin Cibak"
"Bruno","St. Jacques","CAN",8467558,"D","Defenseman","Defenseman","D","Bruno St. Jacques"
"Matt","Hussey","USA",8467564,"C","Center","Forward","C","Matt Hussey"
"John","Pohl","USA",8467565,"C","Center","Forward","C","John Pohl"
"Trevor","Gillies","CAN",8467579,"L","Left Wing","Forward","LW","Trevor Gillies"
"Mark","Eaton","USA",8467580,"D","Defenseman","Defenseman","D","Mark Eaton"
"Dean","Arsene","CAN",8467583,"D","Defenseman","Defenseman","D","Dean Arsene"
"Eric","Healey","USA",8467700,"C","Center","Forward","C","Eric Healey"
"Jeff","Halpern","USA",8467831,"C","Center","Forward","C","Jeff Halpern"
"Jason","Blake","USA",8467844,"L","Left Wing","Forward","LW","Jason Blake"
"Brian","Rafalski","USA",8467856,"D","Defenseman","Defenseman","D","Brian Rafalski"
